cast_id,cast_name,gender,movie_id,k_role,is_main_cast,index,id,k_title,k_type,k_release_date,k_region,k_movie_year,k_genres,is_rating,rating_num,rating_people,k_rating_people,rating_index,k_movie_id,k_cast_id,uid,portray,movie_id_m,cast_role_agg,main_cast
27552731,陆忠,男,36534750,演员,否,999,36534750,小巷人家,电视剧,2024-10-28,中国大陆,2024,剧情/家庭,有评分,8.4,287902,287902,1555,73069549,55105511,248,史老师,m73069549,演员,"闫妮, 李光洁, 郭晓东, 蒋欣, 范丞丞"
27552731,陆忠,男,35321446,演员,否,999,35321446,大江大河之岁月如歌,电视剧,2024-01-08,中国大陆,2024,剧情,有评分,8.0,72953,72953,764,70642941,55105511,249,王主任,m70642941,演员,"王凯, 杨烁, 董子健, 杨采钰, 张佳宁"
27552731,陆忠,男,34792295,演员,是,68,34792295,乔家的儿女,电视剧,2021-08-17,中国大陆,2021,剧情/家庭,有评分,7.7,235622,235622,1347,69584639,55105511,250,老冯,m69584639,演员,"白宇, 宋祖儿, 毛晓彤, 张晚意, 周翊然"
27541226,梁大维,男,34792296,演员,是,64,34792296,欢迎光临,电视剧,2022-05-18,中国大陆,2022,剧情/喜剧/爱情,有评分,6.4,56516,56516,601,69584641,55082501,251,梁大夫,m69584641,演员,"黄轩, 白百何, 朱雨辰, 白宇帆, 丁嘉丽"
27541226,梁大维,男,33442331,演员,是,20,33442331,我是余欢水,电视剧,2020-04-06,中国大陆,2020,剧情,有评分,7.3,324953,324953,1540,66884711,55082501,252,口罩男,m66884711,演员,"郭京飞, 苗苗, 高露, 岳旸, 高叶"
27244725,丁嘉丽,女,34792296,演员,是,5,34792296,欢迎光临,电视剧,2022-05-18,中国大陆,2022,剧情/喜剧/爱情,有评分,6.4,56516,56516,601,69584641,54489499,253,孙彩霞,m69584641,演员,"黄轩, 白百何, 朱雨辰, 白宇帆, 丁嘉丽"
27480565,焦刚,男,35321446,演员,否,999,35321446,大江大河之岁月如歌,电视剧,2024-01-08,中国大陆,2024,剧情,有评分,8.0,72953,72953,764,70642941,54961179,254,高祥荣,m70642941,演员,"王凯, 杨烁, 董子健, 杨采钰, 张佳宁"
27480565,焦刚,男,30423905,演员,是,11,30423905,大江大河2,电视剧,2020-12-20,中国大陆,2020,剧情/历史,有评分,8.7,208072,208072,1345,60847859,54961179,255,高祥荣,m60847859,演员,"王凯, 杨烁, 董子健, 杨采钰, 周放"
27558280,张乃华,男,26743573,演员,否,999,26743573,欢乐颂2,电视剧,2017-05-11,中国大陆,2017,剧情/爱情,有评分,5.4,154450,154450,913,53487195,55116609,256,,m53487195,演员,"刘涛, 蒋欣, 王子文, 杨紫, 乔欣"
27558280,张乃华,男,26430092,演员,是,24,26430092,欢乐颂,电视剧,2016-04-18,中国大陆,2016,剧情/爱情,有评分,7.5,353514,353514,1628,52860233,55116609,257,樊建国,m52860233,演员,"刘涛, 蒋欣, 王子文, 杨紫, 乔欣"
27483066,涂凌,女,27088993,演员,是,18,27088993,都挺好,电视剧,2019-03-01,中国大陆,2019,剧情/家庭,有评分,7.7,394106,394106,1742,54178035,54966181,258,蔡根花,m54178035,演员,"姚晨, 倪大红, 郭京飞, 杨祐宁, 李念"
27483066,涂凌,女,26779426,演员,否,999,26779426,欢乐颂3,电视剧,2022-08-11,中国大陆,2022,剧情/爱情,有评分,4.9,41716,41716,452,53558901,54966181,259,,m53558901,演员,"江疏影, 杨采钰, 张佳宁, 张慧雯, 李浩菲"
27483880,郝洋,女,36571896,演员,是,25,36571896,命悬一生,电视剧,2025-10-11,中国大陆,2025,剧情/悬疑,有评分,7.7,85010,85010,809,73143841,54967809,260,孟母,m73143841,演员,"黄轩, 李庚希, 张哲华, 白宇帆, 尹昉"
27483880,郝洋,女,35613241,演员,否,999,35613241,县委大院,电视剧,2022-12-07,中国大陆,2022,剧情,有评分,6.8,109693,109693,864,71226531,54967809,261,袁小英,m71226531,演员,"胡歌, 吴越, 张新成, 黄磊, 李光洁"
27483880,郝洋,女,34792296,演员,是,46,34792296,欢迎光临,电视剧,2022-05-18,中国大陆,2022,剧情/喜剧/爱情,有评分,6.4,56516,56516,601,69584641,54967809,262,陈精典母亲,m69584641,演员,"黄轩, 白百何, 朱雨辰, 白宇帆, 丁嘉丽"
27483495,冯鹏,男,36571896,演员,是,14,36571896,命悬一生,电视剧,2025-10-11,中国大陆,2025,剧情/悬疑,有评分,7.7,85010,85010,809,73143841,54967039,263,牛锐,m73143841,演员,"黄轩, 李庚希, 张哲华, 白宇帆, 尹昉"
27483495,冯鹏,男,35613241,演员,否,999,35613241,县委大院,电视剧,2022-12-07,中国大陆,2022,剧情,有评分,6.8,109693,109693,864,71226531,54967039,264, 明路,m71226531,演员,"胡歌, 吴越, 张新成, 黄磊, 李光洁"
27483495,冯鹏,男,33442331,演员,是,26,33442331,我是余欢水,电视剧,2020-04-06,中国大陆,2020,剧情,有评分,7.3,324953,324953,1540,66884711,54967039,265,业主,m66884711,演员,"郭京飞, 苗苗, 高露, 岳旸, 高叶"
27484992,陆妍淇,女,26928226,演员,否,999,26928226,知否知否应是绿肥红瘦,电视剧,2018-12-25,中国大陆,2018,剧情/爱情/古装,有评分,8.0,695224,695224,2358,53856501,54970033,266,小蝶,m53856501,演员,"赵丽颖, 冯绍峰, 朱一龙, 施诗, 张佳宁"
27484992,陆妍淇,女,26759908,演员,是,25,26759908,清平乐,电视剧,2020-04-07,中国大陆,2020,剧情/古装,有评分,6.4,173456,173456,1054,53519865,54970033,267,董秋和,m53519865,演员,"王凯, 江疏影, 任敏, 杨玏, 边程"
27484320,周艺华,男,26928226,演员,否,999,26928226,知否知否应是绿肥红瘦,电视剧,2018-12-25,中国大陆,2018,剧情/爱情/古装,有评分,8.0,695224,695224,2358,53856501,54968689,268,巴老福,m53856501,演员,"赵丽颖, 冯绍峰, 朱一龙, 施诗, 张佳宁"
27484320,周艺华,男,26665065,演员,否,999,26665065,琅琊榜之风起长林,电视剧,2017-12-18,中国大陆,2017,剧情/古装,有评分,8.4,210088,210088,1328,53330179,54968689,269,太常寺卿,m53330179,演员,"黄晓明, 刘昊然, 佟丽娅, 张慧雯, 梅婷"
27484320,周艺华,男,25754848,演员,是,73,25754848,琅琊榜,电视剧,2015-09-19,中国大陆,2015,剧情/古装,有评分,9.4,919060,919060,2939,51509745,54968689,270,范呈湘,m51509745,演员,"胡歌, 刘涛, 王凯, 陈龙, 黄维德"
27489127,郭东岳,男,26743573,演员,否,999,26743573,欢乐颂2,电视剧,2017-05-11,中国大陆,2017,剧情/爱情,有评分,5.4,154450,154450,913,53487195,54978303,273,Jackie,m53487195,演员,"刘涛, 蒋欣, 王子文, 杨紫, 乔欣"
27489127,郭东岳,男,25754848,演员,是,52,25754848,琅琊榜,电视剧,2015-09-19,中国大陆,2015,剧情/古装,有评分,9.4,919060,919060,2939,51509745,54978303,276,宇文暄,m51509745,演员,"胡歌, 刘涛, 王凯, 陈龙, 黄维德"
27552350,言杰,男,25754848,演员,是,43,25754848,琅琊榜,电视剧,2015-09-19,中国大陆,2015,剧情/古装,有评分,9.4,919060,919060,2939,51509745,55104749,277,卓青遥,m51509745,演员,"胡歌, 刘涛, 王凯, 陈龙, 黄维德"
27546734,张晓谦,男,35033654,演员,否,999,35033654,山海情,电视剧,2021-01-12,中国大陆,2021,剧情,有评分,9.2,481571,481571,2105,70067357,55093517,278,秘书小高,m70067357,演员,"黄轩, 张嘉益, 闫妮, 黄觉, 姚晨"
27546734,张晓谦,男,34792296,演员,是,26,34792296,欢迎光临,电视剧,2022-05-18,中国大陆,2022,剧情/喜剧/爱情,有评分,6.4,56516,56516,601,69584641,55093517,279,房产中介,m69584641,演员,"黄轩, 白百何, 朱雨辰, 白宇帆, 丁嘉丽"
27546734,张晓谦,男,26928226,演员,是,14,26928226,知否知否应是绿肥红瘦,电视剧,2018-12-25,中国大陆,2018,剧情/爱情/古装,有评分,8.0,695224,695224,2358,53856501,55093517,280,盛长枫,m53856501,演员,"赵丽颖, 冯绍峰, 朱一龙, 施诗, 张佳宁"
27546734,张晓谦,男,26743573,演员,否,999,26743573,欢乐颂2,电视剧,2017-05-11,中国大陆,2017,剧情/爱情,有评分,5.4,154450,154450,913,53487195,55093517,281,姚滨,m53487195,演员,"刘涛, 蒋欣, 王子文, 杨紫, 乔欣"
27546734,张晓谦,男,26430092,演员,是,11,26430092,欢乐颂,电视剧,2016-04-18,中国大陆,2016,剧情/爱情,有评分,7.5,353514,353514,1628,52860233,55093517,282,姚滨,m52860233,演员,"刘涛, 蒋欣, 王子文, 杨紫, 乔欣"
27546734,张晓谦,男,26345137,演员,是,8,26345137,如果蜗牛有爱情,电视剧,2016-10-24,中国大陆,2016,剧情/爱情/悬疑,有评分,7.2,105271,105271,871,52690323,55093517,283,杨宇,m52690323,演员,"王凯, 王子文, 徐悦, 于恒, 赵圆瑗"
27546734,张晓谦,男,26298935,演员,是,11,26298935,鬼吹灯之精绝古城,电视剧,2016-12-19,中国大陆,2016,剧情/悬疑/惊悚,有评分,7.9,274802,274802,1473,52597919,55093517,284,尕娃,m52597919,演员,"靳东, 陈乔恩, 赵达, 岳旸, 王永泉"
27546734,张晓谦,男,25994712,演员,否,999,25994712,伪装者,电视剧,2015-08-31,中国大陆,2015,剧情/悬疑,有评分,8.6,382758,382758,1814,51989473,55093517,285,飞机暗杀者,m51989473,演员,"胡歌, 靳东, 刘敏涛, 王凯, 宋轶"
27546734,张晓谦,男,25754848,演员,是,13,25754848,琅琊榜,电视剧,2015-09-19,中国大陆,2015,剧情/古装,有评分,9.4,919060,919060,2939,51509745,55093517,286,穆青,m51509745,演员,"胡歌, 刘涛, 王凯, 陈龙, 黄维德"
27481058,李光复,男,26683725,演员,是,38,26683725,外科风云,电视剧,2017-04-17,中国大陆,2017,剧情/爱情,有评分,7.3,94754,94754,832,53367499,54962165,287,张亦民,m53367499,演员,"靳东, 白百何, 李佳航, 马少骅, 蓝盈莹"
27483818,李龙君,男,26345137,演员,是,14,26345137,如果蜗牛有爱情,电视剧,2016-10-24,中国大陆,2016,剧情/爱情/悬疑,有评分,7.2,105271,105271,871,52690323,54967685,288,梁宇,m52690323,演员,"王凯, 王子文, 徐悦, 于恒, 赵圆瑗"
27497326,付美,女,26298935,演员,是,9,26298935,鬼吹灯之精绝古城,电视剧,2016-12-19,中国大陆,2016,剧情/悬疑/惊悚,有评分,7.9,274802,274802,1473,52597919,54994701,289,叶亦心,m52597919,演员,"靳东, 陈乔恩, 赵达, 岳旸, 王永泉"
27551404,周波,男,35033654,演员,否,999,35033654,山海情,电视剧,2021-01-12,中国大陆,2021,剧情,有评分,9.2,481571,481571,2105,70067357,55102857,290,赵局长,m70067357,演员,"黄轩, 张嘉益, 闫妮, 黄觉, 姚晨"
27549694,田雷,男,35321446,演员,是,12,35321446,大江大河之岁月如歌,电视剧,2024-01-08,中国大陆,2024,剧情,有评分,8.0,72953,72953,764,70642941,55099437,291,史红伟,m70642941,演员,"王凯, 杨烁, 董子健, 杨采钰, 张佳宁"
27549694,田雷,男,30423905,演员,是,15,30423905,大江大河2,电视剧,2020-12-20,中国大陆,2020,剧情/历史,有评分,8.7,208072,208072,1345,60847859,55099437,292,史红伟,m60847859,演员,"王凯, 杨烁, 董子健, 杨采钰, 周放"
27549694,田雷,男,26797690,演员,是,7,26797690,大江大河,电视剧,2018-12-10,中国大陆,2018,剧情,有评分,8.8,260126,260126,1513,53595429,55099437,293,红伟,m53595429,演员,"王凯, 杨烁, 杨烁, 董子健, 童瑶"
27541411,孙大川,男,35321446,演员,否,999,35321446,大江大河之岁月如歌,电视剧,2024-01-08,中国大陆,2024,剧情,有评分,8.0,72953,72953,764,70642941,55082871,294,刘玉海,m70642941,演员,"王凯, 杨烁, 董子健, 杨采钰, 张佳宁"
27541411,孙大川,男,34792296,演员,是,33,34792296,欢迎光临,电视剧,2022-05-18,中国大陆,2022,剧情/喜剧/爱情,有评分,6.4,56516,56516,601,69584641,55082871,295,庄医生,m69584641,演员,"黄轩, 白百何, 朱雨辰, 白宇帆, 丁嘉丽"
27541411,孙大川,男,30423905,演员,是,12,30423905,大江大河2,电视剧,2020-12-20,中国大陆,2020,剧情/历史,有评分,8.7,208072,208072,1345,60847859,55082871,296,刘玉海,m60847859,演员,"王凯, 杨烁, 董子健, 杨采钰, 周放"
27483555,郑奇,男,35588265,演员,否,999,35588265,樱桃琥珀,电视剧,2025-07-14,中国大陆,2025,剧情/爱情,有评分,5.7,38891,38891,471,71176579,54967159,297,蔡鹜,m71176579,演员,"赵今麦, 张凌赫, 董洁, 保剑锋, 董璇"
27558810,苏盛华,男,26743573,演员,否,999,26743573,欢乐颂2,电视剧,2017-05-11,中国大陆,2017,剧情/爱情,有评分,5.4,154450,154450,913,53487195,55117669,298,何云礼,m53487195,演员,"刘涛, 蒋欣, 王子文, 杨紫, 乔欣"
27487507,杨青,女,26928226,演员,否,999,26928226,知否知否应是绿肥红瘦,电视剧,2018-12-25,中国大陆,2018,剧情/爱情/古装,有评分,8.0,695224,695224,2358,53856501,54975063,299,太后,m53856501,演员,"赵丽颖, 冯绍峰, 朱一龙, 施诗, 张佳宁"
27549418,贾媛媛,女,26928226,演员,是,39,26928226,知否知否应是绿肥红瘦,电视剧,2018-12-25,中国大陆,2018,剧情/爱情/古装,有评分,8.0,695224,695224,2358,53856501,55098885,300,曹锦绣,m53856501,演员,"赵丽颖, 冯绍峰, 朱一龙, 施诗, 张佳宁"
27549418,贾媛媛,女,26797690,演员,是,29,26797690,大江大河,电视剧,2018-12-10,中国大陆,2018,剧情,有评分,8.8,260126,260126,1513,53595429,55098885,301,士根媳妇,m53595429,演员,"王凯, 杨烁, 杨烁, 董子健, 童瑶"
27549418,贾媛媛,女,26665065,演员,是,23,26665065,琅琊榜之风起长林,电视剧,2017-12-18,中国大陆,2017,剧情/古装,有评分,8.4,210088,210088,1328,53330179,55098885,302,掌事姑姑,m53330179,演员,"黄晓明, 刘昊然, 佟丽娅, 张慧雯, 梅婷"
27484253,蔡子伦,男,36571896,演员,否,999,36571896,命悬一生,电视剧,2025-10-11,中国大陆,2025,剧情/悬疑,有评分,7.7,85010,85010,809,73143841,54968555,303,话剧导演,m73143841,演员,"黄轩, 李庚希, 张哲华, 白宇帆, 尹昉"
27484253,蔡子伦,男,35613241,演员,否,999,35613241,县委大院,电视剧,2022-12-07,中国大陆,2022,剧情,有评分,6.8,109693,109693,864,71226531,54968555,304,派出所吴所长,m71226531,演员,"胡歌, 吴越, 张新成, 黄磊, 李光洁"
27484253,蔡子伦,男,35033654,演员,否,999,35033654,山海情,电视剧,2021-01-12,中国大陆,2021,剧情,有评分,9.2,481571,481571,2105,70067357,54968555,305,记者周斌,m70067357,演员,"黄轩, 张嘉益, 闫妮, 黄觉, 姚晨"
27481229,喻恩泰,男,26759908,演员,是,7,26759908,清平乐,电视剧,2020-04-07,中国大陆,2020,剧情/古装,有评分,6.4,173456,173456,1054,53519865,54962507,306,晏殊,m53519865,演员,"王凯, 江疏影, 任敏, 杨玏, 边程"
27560391,邵伟桐,男,26665065,演员,是,24,26665065,琅琊榜之风起长林,电视剧,2017-12-18,中国大陆,2017,剧情/古装,有评分,8.4,210088,210088,1328,53330179,55120831,312,何成,m53330179,演员,"黄晓明, 刘昊然, 佟丽娅, 张慧雯, 梅婷"
27560391,邵伟桐,男,26298935,演员,是,14,26298935,鬼吹灯之精绝古城,电视剧,2016-12-19,中国大陆,2016,剧情/悬疑/惊悚,有评分,7.9,274802,274802,1473,52597919,55120831,313,小刘,m52597919,演员,"靳东, 陈乔恩, 赵达, 岳旸, 王永泉"
27553300,周小飞,女,34792295,演员,是,122,34792295,乔家的儿女,电视剧,2021-08-17,中国大陆,2021,剧情/家庭,有评分,7.7,235622,235622,1347,69584639,55106649,314,联防主任,m69584639,演员,"白宇, 宋祖儿, 毛晓彤, 张晚意, 周翊然"
27484188,王亚军,女,34792295,演员,是,34,34792295,乔家的儿女,电视剧,2021-08-17,中国大陆,2021,剧情/家庭,有评分,7.7,235622,235622,1347,69584639,54968425,315,一丁妈,m69584639,演员,"白宇, 宋祖儿, 毛晓彤, 张晚意, 周翊然"
27483209,褚栓忠,男,35613241,演员,否,999,35613241,县委大院,电视剧,2022-12-07,中国大陆,2022,剧情,有评分,6.8,109693,109693,864,71226531,54966467,316,张华,m71226531,演员,"胡歌, 吴越, 张新成, 黄磊, 李光洁"
27480331,赵炳锐,男,35613241,演员,否,999,35613241,县委大院,电视剧,2022-12-07,中国大陆,2022,剧情,有评分,6.8,109693,109693,864,71226531,54960711,317,徐军,m71226531,演员,"胡歌, 吴越, 张新成, 黄磊, 李光洁"
27551394,魏璐,女,34792296,演员,是,39,34792296,欢迎光临,电视剧,2022-05-18,中国大陆,2022,剧情/喜剧/爱情,有评分,6.4,56516,56516,601,69584641,55102837,318,璐璐,m69584641,演员,"黄轩, 白百何, 朱雨辰, 白宇帆, 丁嘉丽"
27495329,赵峥,男,35033654,演员,否,999,35033654,山海情,电视剧,2021-01-12,中国大陆,2021,剧情,有评分,9.2,481571,481571,2105,70067357,54990707,319,孙主任,m70067357,演员,"黄轩, 张嘉益, 闫妮, 黄觉, 姚晨"
27504382,韩秋池,男,36189205,演员,否,999,36189205,凡人歌,电视剧,2024-08-31,中国大陆,2024,剧情/喜剧,有评分,7.7,77700,77700,773,72378459,55008813,320,媒介部总监,m72378459,演员,"殷桃, 王骁, 章若楠, 秦俊杰, 张哲华"
27556509,赵秦,女,36534750,演员,否,999,36534750,小巷人家,电视剧,2024-10-28,中国大陆,2024,剧情/家庭,有评分,8.4,287902,287902,1555,73069549,55113067,323,陈老师,m73069549,演员,"闫妮, 李光洁, 郭晓东, 蒋欣, 范丞丞"
27556509,赵秦,女,26928226,演员,是,38,26928226,知否知否应是绿肥红瘦,电视剧,2018-12-25,中国大陆,2018,剧情/爱情/古装,有评分,8.0,695224,695224,2358,53856501,55113067,324,余嫣红,m53856501,演员,"赵丽颖, 冯绍峰, 朱一龙, 施诗, 张佳宁"
27537494,陈瑾,女,27088993,演员,是,8,27088993,都挺好,电视剧,2019-03-01,中国大陆,2019,剧情/家庭,有评分,7.7,394106,394106,1742,54178035,55075037,325,赵美兰,m54178035,演员,"姚晨, 倪大红, 郭京飞, 杨祐宁, 李念"
27537494,陈瑾,女,26928226,演员,是,12,26928226,知否知否应是绿肥红瘦,电视剧,2018-12-25,中国大陆,2018,剧情/爱情/古装,有评分,8.0,695224,695224,2358,53856501,55075037,326,平宁郡主,m53856501,演员,"赵丽颖, 冯绍峰, 朱一龙, 施诗, 张佳宁"
27537494,陈瑾,女,26743573,演员,否,999,26743573,欢乐颂2,电视剧,2017-05-11,中国大陆,2017,剧情/爱情,有评分,5.4,154450,154450,913,53487195,55075037,327,,m53487195,演员,"刘涛, 蒋欣, 王子文, 杨紫, 乔欣"
27483102,周德华,男,35613241,演员,否,999,35613241,县委大院,电视剧,2022-12-07,中国大陆,2022,剧情,有评分,6.8,109693,109693,864,71226531,54966253,328,崔二,m71226531,演员,"胡歌, 吴越, 张新成, 黄磊, 李光洁"
27483102,周德华,男,30421903,演员,否,999,30421903,淬火年代,电视剧,2025-06-18,中国大陆,2025,剧情,有评分,7.0,21373,21373,387,60843855,54966253,329,全老板,m60843855,演员,"张新成, 宋祖儿, 王彦霖, 任程伟, 张月"
27484901,钱洁,女,35321446,演员,否,999,35321446,大江大河之岁月如歌,电视剧,2024-01-08,中国大陆,2024,剧情,有评分,8.0,72953,72953,764,70642941,54969851,330,宋母,m70642941,演员,"王凯, 杨烁, 董子健, 杨采钰, 张佳宁"
27484901,钱洁,女,34792298,演员,是,23,34792298,相逢时节,电视剧,2022-02-23,中国大陆,2022,剧情,有评分,4.9,33169,33169,403,69584645,54969851,331,王春萍,m69584645,演员,"雷佳音, 袁泉, 张艺兴, 贾乃亮, 罗海琼"
27484901,钱洁,女,30423905,演员,是,20,30423905,大江大河2,电视剧,2020-12-20,中国大陆,2020,剧情/历史,有评分,8.7,208072,208072,1345,60847859,54969851,332,宋母,m60847859,演员,"王凯, 杨烁, 董子健, 杨采钰, 周放"
27484901,钱洁,女,26797690,演员,是,18,26797690,大江大河,电视剧,2018-12-10,中国大陆,2018,剧情,有评分,8.8,260126,260126,1513,53595429,54969851,333,宋母,m53595429,演员,"王凯, 杨烁, 杨烁, 董子健, 童瑶"
27484901,钱洁,女,26779426,演员,否,999,26779426,欢乐颂3,电视剧,2022-08-11,中国大陆,2022,剧情/爱情,有评分,4.9,41716,41716,452,53558901,54969851,334,,m53558901,演员,"江疏影, 杨采钰, 张佳宁, 张慧雯, 李浩菲"
27550319,石强,男,36571896,演员,否,999,36571896,命悬一生,电视剧,2025-10-11,中国大陆,2025,剧情/悬疑,有评分,7.7,85010,85010,809,73143841,55100687,335,陈伯,m73143841,演员,"黄轩, 李庚希, 张哲华, 白宇帆, 尹昉"
27550319,石强,男,30423905,演员,否,999,30423905,大江大河2,电视剧,2020-12-20,中国大陆,2020,剧情/历史,有评分,8.7,208072,208072,1345,60847859,55100687,336,苏科长,m60847859,演员,"王凯, 杨烁, 董子健, 杨采钰, 周放"
27554674,宋家腾,男,35332289,演员,是,7,35332289,开端,电视剧,2022-01-11,中国大陆,2022,剧情,有评分,7.9,968506,968506,2766,70664627,55109397,337,钥匙男,m70664627,演员,"白敬亭, 赵今麦, 刘奕君, 刘涛, 黄觉"
27554674,宋家腾,男,35321446,演员,否,999,35321446,大江大河之岁月如歌,电视剧,2024-01-08,中国大陆,2024,剧情,有评分,8.0,72953,72953,764,70642941,55109397,338,四宝,m70642941,演员,"王凯, 杨烁, 董子健, 杨采钰, 张佳宁"
27554674,宋家腾,男,30423905,演员,是,48,30423905,大江大河2,电视剧,2020-12-20,中国大陆,2020,剧情/历史,有评分,8.7,208072,208072,1345,60847859,55109397,339,四宝,m60847859,演员,"王凯, 杨烁, 董子健, 杨采钰, 周放"
27554674,宋家腾,男,26797690,演员,是,26,26797690,大江大河,电视剧,2018-12-10,中国大陆,2018,剧情,有评分,8.8,260126,260126,1513,53595429,55109397,340,四宝,m53595429,演员,"王凯, 杨烁, 杨烁, 董子健, 童瑶"
27484152,王虎城,男,35613241,演员,否,999,35613241,县委大院,电视剧,2022-12-07,中国大陆,2022,剧情,有评分,6.8,109693,109693,864,71226531,54968353,341, 老支书,m71226531,演员,"胡歌, 吴越, 张新成, 黄磊, 李光洁"
27484152,王虎城,男,35321446,演员,否,999,35321446,大江大河之岁月如歌,电视剧,2024-01-08,中国大陆,2024,剧情,有评分,8.0,72953,72953,764,70642941,54968353,342,张家阿伯,m70642941,演员,"王凯, 杨烁, 董子健, 杨采钰, 张佳宁"
27484152,王虎城,男,25754848,演员,是,64,25754848,琅琊榜,电视剧,2015-09-19,中国大陆,2015,剧情/古装,有评分,9.4,919060,919060,2939,51509745,54968353,343,周玄清,m51509745,演员,"胡歌, 刘涛, 王凯, 陈龙, 黄维德"
27483283,公方敏,男,25754848,演员,是,44,25754848,琅琊榜,电视剧,2015-09-19,中国大陆,2015,剧情/古装,有评分,9.4,919060,919060,2939,51509745,54966615,344,十三先生,m51509745,演员,"胡歌, 刘涛, 王凯, 陈龙, 黄维德"
27552965,郑惠馨,女,26683725,演员,是,52,26683725,外科风云,电视剧,2017-04-17,中国大陆,2017,剧情/爱情,有评分,7.3,94754,94754,832,53367499,55105979,345,南南,m53367499,演员,"靳东, 白百何, 李佳航, 马少骅, 蓝盈莹"
27495154,董勇,男,35613241,演员,是,26,35613241,县委大院,电视剧,2022-12-07,中国大陆,2022,剧情,有评分,6.8,109693,109693,864,71226531,54990357,346,郭厅长,m71226531,演员,"胡歌, 吴越, 张新成, 黄磊, 李光洁"
27495154,董勇,男,26683725,演员,是,35,26683725,外科风云,电视剧,2017-04-17,中国大陆,2017,剧情/爱情,有评分,7.3,94754,94754,832,53367499,54990357,347,吴天,m53367499,演员,"靳东, 白百何, 李佳航, 马少骅, 蓝盈莹"
27480632,杨雪,女,34792295,演员,是,51,34792295,乔家的儿女,电视剧,2021-08-17,中国大陆,2021,剧情/家庭,有评分,7.7,235622,235622,1347,69584639,54961313,348,文居岸妈,m69584639,演员,"白宇, 宋祖儿, 毛晓彤, 张晚意, 周翊然"
27556212,王璐,男,27088993,演员,否,999,27088993,都挺好,电视剧,2019-03-01,中国大陆,2019,剧情/家庭,有评分,7.7,394106,394106,1742,54178035,55112473,350,洪总秘书,m54178035,演员,"姚晨, 倪大红, 郭京飞, 杨祐宁, 李念"
27483274,张野,男,26345137,演员,是,16,26345137,如果蜗牛有爱情,电视剧,2016-10-24,中国大陆,2016,剧情/爱情/悬疑,有评分,7.2,105271,105271,871,52690323,54966597,351,小方,m52690323,演员,"王凯, 王子文, 徐悦, 于恒, 赵圆瑗"
27547100,陈昊明,女,35321446,演员,否,999,35321446,大江大河之岁月如歌,电视剧,2024-01-08,中国大陆,2024,剧情,有评分,8.0,72953,72953,764,70642941,55094249,352,李霖,m70642941,演员,"王凯, 杨烁, 董子健, 杨采钰, 张佳宁"
27484556,于鸿洲,男,36534750,演员,否,999,36534750,小巷人家,电视剧,2024-10-28,中国大陆,2024,剧情/家庭,有评分,8.4,287902,287902,1555,73069549,54969161,353,安厂长,m73069549,演员,"闫妮, 李光洁, 郭晓东, 蒋欣, 范丞丞"
27484556,于鸿洲,男,35321446,演员,否,999,35321446,大江大河之岁月如歌,电视剧,2024-01-08,中国大陆,2024,剧情,有评分,8.0,72953,72953,764,70642941,54969161,354,陈东柏,m70642941,演员,"王凯, 杨烁, 董子健, 杨采钰, 张佳宁"
27482874,王新,男,35321446,演员,否,999,35321446,大江大河之岁月如歌,电视剧,2024-01-08,中国大陆,2024,剧情,有评分,8.0,72953,72953,764,70642941,54965797,355,曾忠祥,m70642941,演员,"王凯, 杨烁, 董子健, 杨采钰, 张佳宁"
27491948,雷佳音,男,34792298,演员,是,1,34792298,相逢时节,电视剧,2022-02-23,中国大陆,2022,剧情,有评分,4.9,33169,33169,403,69584645,54983945,356,简宏成,m69584645,演员,"雷佳音, 袁泉, 张艺兴, 贾乃亮, 罗海琼"
27482736,邢宇飞,女,26298935,演员,是,18,26298935,鬼吹灯之精绝古城,电视剧,2016-12-19,中国大陆,2016,剧情/悬疑/惊悚,有评分,7.9,274802,274802,1473,52597919,54965521,357,燕子,m52597919,演员,"靳东, 陈乔恩, 赵达, 岳旸, 王永泉"
27558322,刘凌志,男,34792296,演员,是,61,34792296,欢迎光临,电视剧,2022-05-18,中国大陆,2022,剧情/喜剧/爱情,有评分,6.4,56516,56516,601,69584641,55116693,358,社会大哥,m69584641,演员,"黄轩, 白百何, 朱雨辰, 白宇帆, 丁嘉丽"
27558324,傅晓娜,女,34792296,演员,是,20,34792296,欢迎光临,电视剧,2022-05-18,中国大陆,2022,剧情/喜剧/爱情,有评分,6.4,56516,56516,601,69584641,55116697,359,马大妈,m69584641,演员,"黄轩, 白百何, 朱雨辰, 白宇帆, 丁嘉丽"
27543309,杨筱艳,女,35033654,编剧,是,3,35033654,山海情,电视剧,2021-01-12,中国大陆,2021,剧情,有评分,9.2,481571,481571,2105,70067357,55086667,360,,m70067357,编剧,"黄轩, 张嘉益, 闫妮, 黄觉, 姚晨"
27543309,杨筱艳,女,34792295,编剧,是,1,34792295,乔家的儿女,电视剧,2021-08-17,中国大陆,2021,剧情/家庭,有评分,7.7,235622,235622,1347,69584639,55086667,361,,m69584639,编剧,"白宇, 宋祖儿, 毛晓彤, 张晚意, 周翊然"
27484967,苗亮,男,25870290,演员,是,44,25870290,温州两家人,电视剧,2015-11-26,中国大陆,2015,剧情,有评分,7.8,7118,7118,236,51740629,54969983,362,杜光宗,m51740629,演员,"郭涛, 任程伟, 袁咏仪, 陈丽娜, 刘奕君"
